Name,Type,Capacity,Speed,URL
USB Flash Drive Sandisk Ultra 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_16Gb-552808.html
USB Flash Drive Silicon Power Marvel M01 16GB,USB 3.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Marvel_M01_16GB-589455.html
USB Flash Drive Silicon Power Touch T01 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Touch_T01_16Gb-621161.html
USB Flash Drive Qumo Optiva OFD-01 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_01_8Gb-664156.html
USB Flash Drive Qumo Optiva OFD-01 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_01_16Gb-664157.html
USB Flash Drive Qumo Optiva OFD-01 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_01_32Gb-664163.html
USB Flash Drive Qumo Optiva OFD-02 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_02_8Gb-664185.html
USB Flash Drive Qumo Optiva OFD-02 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_02_32Gb-664260.html
USB Flash Drive Qumo Optiva OFD-02 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_02_64Gb-746758.html
USB Flash Drive Qumo nanoDrive 16Gb,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_nanoDrive_16Gb-746761.html
USB Flash Drive Qumo nanoDrive 8Gb,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_nanoDrive_8Gb-746762.html
USB Flash Drive Qumo nanoDrive 32Gb,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_nanoDrive_32Gb-746763.html
USB Flash Drive Qumo Optiva OFD-01 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Optiva_OFD_01_64Gb-746764.html
USB Flash Drive Apacer AH111 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/apacer/Apacer_AH111_32GB-911691.html
USB Flash Drive Sandisk Ultra USB 3.0 16Gb,USB 3.0,16 Гб,100 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_USB_30_16Gb-930373.html
USB Flash Drive Mirex PIG 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_PIG_16GB-962149.html
USB Flash Drive OltraMax 30 64GB,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_30_64GB-1280021.html
USB Flash Drive OltraMax 30 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_30_16GB-1280025.html
USB Flash Drive OltraMax 30 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_30_8GB-1280027.html
USB Flash Drive EXPLOYD 530 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_530_32GB-1280069.html
USB Flash Drive EXPLOYD 530 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_530_16GB-1280071.html
USB Flash Drive Qumo Speedster 32Gb,USB 3.0,32 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Speedster_32Gb-1280131.html
USB Flash Drive Qumo Speedster 64Gb,USB 3.0,64 Гб,90 Мб/с,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_Speedster_64Gb-1280135.html
USB Flash Drive Silicon Power Blaze B05 32GB,USB 3.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B05_32GB-1280375.html
USB Flash Drive Silicon Power Blaze B05 16GB,USB 3.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B05_16GB-1280377.html
USB Flash Drive SmartBuy Crown USB 3.0 32GB,USB 3.0,32 Гб,70 Мб/с,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Crown_USB_30_32GB-1304949.html
USB Flash Drive Transcend JetFlash 590 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/transcend/Transcend_JetFlash_590_64Gb-1318967.html
USB Flash Drive Verbatim Store 'n' Go PinStripe 128GB,USB 2.0,128 Гб,10 Мб/с,https://komp.1k.by/storage-usbflashdrives/verbatim/Verbatim_Store_n_Go_PinStripe_128GB-1351335.html
USB Flash Drive Silicon Power Touch T01 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Touch_T01_64Gb-1407391.html
USB Flash Drive Sandisk Ultra Fit USB 3.0 32GB,USB 3.0,32 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Fit_USB_30_32GB-1466393.html
USB Flash Drive Qumo nanoDrive 64Gb,USB 2.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/qumo/Qumo_nanoDrive_64Gb-1504505.html
USB Flash Drive Silicon Power Jewel J80 16GB,USB 3.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Jewel_J80_16GB-1602837.html
USB Flash Drive Silicon Power Blaze B05 128GB,USB 3.0,128 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B05_128GB-1602851.html
USB Flash Drive Silicon Power Touch T08 32GB,USB 2.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Touch_T08_32GB-1796811.html
USB Flash Drive Mirex CHROMATIC USB 3.0 32GB,USB 3.0,32 Гб,,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_CHROMATIC_USB_30_32GB-2034347.html
USB Flash Drive Sandisk Ultra Flair USB 3.0 16GB,USB 3.0,16 Гб,130 Мб/с,https://komp.1k.by/storage-usbflashdrives/sandisk/Sandisk_Ultra_Flair_USB_30_16GB-2331597.html
USB Flash Drive SmartBuy V-Cut USB 3.0 64GB,USB 3.0,64 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_V_Cut_USB_30_64GB-2380933.html
USB Flash Drive SmartBuy Dark Blue 8GB,USB 3.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Dark_Blue_8GB-2395739.html
USB Flash Drive Silicon Power Blaze B02 32GB,USB 3.1,32 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B02_32GB-2426999.html
USB Flash Drive Silicon Power Blaze B02 8GB,USB 3.1,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Blaze_B02_8GB-2427003.html
USB Flash Drive Silicon Power Ultima U02 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/siliconpower/Silicon_Power_Ultima_U02_8GB-2427011.html
USB Flash Drive OltraMax 250 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_250_64GB-2523035.html
USB Flash Drive OltraMax 250 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_250_32GB-2523037.html
USB Flash Drive OltraMax 250 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_250_8GB-2523041.html
USB Flash Drive OltraMax 240 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_240_64GB-2523043.html
USB Flash Drive OltraMax 240 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_240_32GB-2523045.html
USB Flash Drive OltraMax 240 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_240_16GB-2523047.html
USB Flash Drive OltraMax 240 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_240_8GB-2523049.html
USB Flash Drive OltraMax 230 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_230_64GB-2523051.html
USB Flash Drive OltraMax 230 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_230_32GB-2523053.html
USB Flash Drive OltraMax 230 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_230_8GB-2523057.html
USB Flash Drive OltraMax 220 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_220_64GB-2523061.html
USB Flash Drive OltraMax 220 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_220_32GB-2523063.html
USB Flash Drive OltraMax 220 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_220_16GB-2523065.html
USB Flash Drive OltraMax 220 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/oltramax/OltraMax_220_8GB-2523067.html
USB Flash Drive EXPLOYD 570 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_570_64GB-2523077.html
USB Flash Drive EXPLOYD 570 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_570_32GB-2523079.html
USB Flash Drive EXPLOYD 570 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_570_16GB-2523081.html
USB Flash Drive EXPLOYD 570 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_570_8GB-2523083.html
USB Flash Drive EXPLOYD 570 4GB,USB 2.0,4 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_570_4GB-2523085.html
USB Flash Drive EXPLOYD 580 64GB,USB 2.0,64 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_580_64GB-2523095.html
USB Flash Drive EXPLOYD 580 32GB,USB 2.0,32 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_580_32GB-2523097.html
USB Flash Drive EXPLOYD 580 16GB,USB 2.0,16 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_580_16GB-2523099.html
USB Flash Drive EXPLOYD 580 8GB,USB 2.0,8 Гб,15 Мб/с,https://komp.1k.by/storage-usbflashdrives/exployd/EXPLOYD_580_8GB-2523101.html
USB Flash Drive SmartBuy POKO 16GB (SB16GBPO-K),USB 2.0/microUSB,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_POKO_16GB_SB16GBPO_K-2572463.html
USB Flash Drive Mirex Color Blade City 32GB (13600-FMUCYL32),USB 2.0,32 Гб,18 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_Color_Blade_City_32GB_13600_FMUCYL32-2975167.html
USB Flash Drive Mirex Color Blade City 16GB (13600-FMUCYL16),USB 2.0,16 Гб,18 Мб/с,https://komp.1k.by/storage-usbflashdrives/mirex/Mirex_Color_Blade_City_16GB_13600_FMUCYL16-3036939.html
USB Flash Drive SmartBuy Glossy USB 2.0 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Glossy_USB_20_16GB-3677849.html
USB Flash Drive SmartBuy V-Cut USB 2.0 8GB,USB 2.0,8 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_V_Cut_USB_20_8GB-3677955.html
USB Flash Drive SmartBuy V-Cut USB 2.0 16GB,USB 2.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_V_Cut_USB_20_16GB-3677957.html
USB Flash Drive SmartBuy POKO 16GB,USB 2.0/microUSB,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_POKO_16GB-3678073.html
USB Flash Drive SmartBuy Dock USB 3.0 16GB,USB 3.0,16 Гб,,https://komp.1k.by/storage-usbflashdrives/smartbuy/SmartBuy_Dock_USB_30_16GB-3678091.html
